811 pairs total, 811 to do, 6 workers
[460/811] i=459 rc=0 1.6s {"i": 459, "pair": "json-c__0.17__0.18+ds", "libs": 1, "err": false}
[461/811] i=460 rc=0 2.3s {"i": 460, "pair": "json-c__0.18+ds__0.19+ds", "libs": 1, "err": false}
[462/811] i=462 rc=0 2.2s {"i": 462, "pair": "nftables__1.0.8__1.0.9", "libs": 1, "err": false}
[463/811] i=461 rc=0 2.6s {"i": 461, "pair": "nftables__1.0.7__1.0.8", "libs": 1, "err": false}
[464/811] i=463 rc=0 2.4s {"i": 463, "pair": "nftables__1.0.9__1.1.0", "libs": 1, "err": false}
[465/811] i=464 rc=0 2.2s {"i": 464, "pair": "nftables__1.1.0__1.1.1", "libs": 1, "err": false}
[466/811] i=465 rc=0 2.8s {"i": 465, "pair": "nftables__1.1.1__1.1.2", "libs": 1, "err": false}
[467/811] i=466 rc=0 3.1s {"i": 466, "pair": "nftables__1.1.2__1.1.3", "libs": 1, "err": false}
[468/811] i=470 rc=0 1.7s {"i": 470, "pair": "libmaxminddb__1.4.3__1.5.0", "libs": 1, "err": false}
[469/811] i=467 rc=0 2.2s {"i": 467, "pair": "nftables__1.1.3__1.1.4", "libs": 1, "err": false}
[470/811] i=468 rc=0 2.1s {"i": 468, "pair": "nftables__1.1.4__1.1.5", "libs": 1, "err": false}
[471/811] i=471 rc=0 1.8s {"i": 471, "pair": "libmaxminddb__1.5.0__1.5.2", "libs": 1, "err": false}
[472/811] i=469 rc=0 2.9s {"i": 469, "pair": "nftables__1.1.5__1.1.6", "libs": 1, "err": false}
[473/811] i=472 rc=0 1.2s {"i": 472, "pair": "libmaxminddb__1.5.2__1.7.1", "libs": 1, "err": false}
[474/811] i=473 rc=0 1.4s {"i": 473, "pair": "libmaxminddb__1.7.1__1.8.0", "libs": 1, "err": false}
[475/811] i=474 rc=0 1.1s {"i": 474, "pair": "libmaxminddb__1.8.0__1.9.1", "libs": 1, "err": false}
[476/811] i=475 rc=0 1.5s {"i": 475, "pair": "libmaxminddb__1.9.1__1.10.0", "libs": 1, "err": false}
[477/811] i=476 rc=0 1.5s {"i": 476, "pair": "libmaxminddb__1.10.0__1.11.0", "libs": 1, "err": false}
[478/811] i=477 rc=0 1.2s {"i": 477, "pair": "libmaxminddb__1.11.0__1.12.2", "libs": 1, "err": false}
[479/811] i=478 rc=0 1.7s {"i": 478, "pair": "libmaxminddb__1.12.2__1.13.3", "libs": 1, "err": false}
[480/811] i=479 rc=0 1.9s {"i": 479, "pair": "gpm__1.20.4__1.20.7", "libs": 1, "err": false}
[481/811] i=480 rc=0 2.2s {"i": 480, "pair": "libksba__1.6.0__1.6.2", "libs": 1, "err": false}
[482/811] i=481 rc=0 2.1s {"i": 481, "pair": "libksba__1.6.2__1.6.3", "libs": 1, "err": false}
[483/811] i=482 rc=0 1.8s {"i": 482, "pair": "libksba__1.6.3__1.6.4", "libs": 1, "err": false}
[484/811] i=483 rc=0 2.3s {"i": 483, "pair": "libksba__1.6.4__1.6.5", "libs": 1, "err": false}
[485/811] i=484 rc=0 2.1s {"i": 484, "pair": "libksba__1.6.5__1.6.6", "libs": 1, "err": false}
[486/811] i=486 rc=0 2.1s {"i": 486, "pair": "libksba__1.6.7__1.6.8", "libs": 1, "err": false}
[487/811] i=487 rc=0 1.8s {"i": 487, "pair": "libksba__1.6.8__1.8.0", "libs": 1, "err": false}
[488/811] i=485 rc=0 2.6s {"i": 485, "pair": "libksba__1.6.6__1.6.7", "libs": 1, "err": false}
[489/811] i=489 rc=0 1.7s {"i": 489, "pair": "cryptsetup__2.7.2__2.7.4", "libs": 1, "err": false}
[490/811] i=488 rc=0 2.8s {"i": 488, "pair": "libksba__1.8.0__1.8.1", "libs": 1, "err": false}
[491/811] i=490 rc=0 2.0s {"i": 490, "pair": "cryptsetup__2.7.4__2.7.5", "libs": 1, "err": false}
[492/811] i=491 rc=0 1.4s {"i": 491, "pair": "cryptsetup__2.7.5__2.8.0", "libs": 1, "err": false}
[493/811] i=492 rc=0 1.6s {"i": 492, "pair": "cryptsetup__2.8.0__2.8.1", "libs": 1, "err": false}
[494/811] i=493 rc=0 1.6s {"i": 493, "pair": "cryptsetup__2.8.1__2.8.2", "libs": 1, "err": false}
[495/811] i=494 rc=0 1.9s {"i": 494, "pair": "cryptsetup__2.8.2__2.8.3", "libs": 1, "err": false}
[496/811] i=495 rc=0 1.8s {"i": 495, "pair": "cryptsetup__2.8.3__2.8.4", "libs": 1, "err": false}
[497/811] i=496 rc=0 1.6s {"i": 496, "pair": "cryptsetup__2.8.4__2.8.6", "libs": 1, "err": false}
[498/811] i=498 rc=0 1.6s {"i": 498, "pair": "libnetfilter-conntrack__1.0.7__1.0.8", "libs": 1, "err": false}
[499/811] i=499 rc=0 2.0s {"i": 499, "pair": "libnetfilter-conntrack__1.0.8__1.0.9", "libs": 1, "err": false}
[500/811] i=497 rc=0 2.3s {"i": 497, "pair": "cryptsetup__2.8.6__2.8.7", "libs": 1, "err": false}
[501/811] i=500 rc=0 1.8s {"i": 500, "pair": "libnetfilter-conntrack__1.0.9__1.1.0", "libs": 1, "err": false}
[502/811] i=502 rc=0 1.4s {"i": 502, "pair": "libffi__3.4.2__3.4.3", "libs": 1, "err": false}
[503/811] i=503 rc=0 1.6s {"i": 503, "pair": "libffi__3.4.3__3.4.4", "libs": 1, "err": false}
[504/811] i=504 rc=0 1.2s {"i": 504, "pair": "libffi__3.4.4__3.4.6", "libs": 1, "err": false}
[505/811] i=501 rc=0 2.2s {"i": 501, "pair": "libnetfilter-conntrack__1.1.0__1.1.1", "libs": 1, "err": false}
[506/811] i=506 rc=0 1.4s {"i": 506, "pair": "libffi__3.4.7__3.4.8", "libs": 1, "err": false}
[507/811] i=505 rc=0 2.0s {"i": 505, "pair": "libffi__3.4.6__3.4.7", "libs": 1, "err": false}
[508/811] i=507 rc=0 1.6s {"i": 507, "pair": "libffi__3.4.8__3.5.1", "libs": 1, "err": false}
[509/811] i=508 rc=0 1.3s {"i": 508, "pair": "libffi__3.5.1__3.5.2", "libs": 1, "err": false}
[510/811] i=509 rc=0 1.4s {"i": 509, "pair": "libffi__3.5.2__3.7.1", "libs": 1, "err": false}
[511/811] i=510 rc=0 1.9s {"i": 510, "pair": "libffi__3.7.1__3.8.0", "libs": 1, "err": false}
[512/811] i=511 rc=0 1.7s {"i": 511, "pair": "libbpf__1.4.1__1.4.2", "libs": 1, "err": false}
[513/811] i=512 rc=0 1.8s {"i": 512, "pair": "libbpf__1.4.2__1.4.3", "libs": 1, "err": false}
[514/811] i=513 rc=0 1.7s {"i": 513, "pair": "libbpf__1.4.3__1.4.5", "libs": 1, "err": false}
[515/811] i=514 rc=0 1.9s {"i": 514, "pair": "libbpf__1.4.5__1.4.6", "libs": 1, "err": false}
[516/811] i=515 rc=0 2.5s {"i": 515, "pair": "libbpf__1.4.6__1.5.0", "libs": 1, "err": false}
[517/811] i=517 rc=0 1.7s {"i": 517, "pair": "libbpf__1.6.1__1.6.2", "libs": 1, "err": false}
[518/811] i=518 rc=0 1.9s {"i": 518, "pair": "libbpf__1.6.2__1.6.3", "libs": 1, "err": false}
[519/811] i=516 rc=0 2.3s {"i": 516, "pair": "libbpf__1.5.0__1.6.1", "libs": 1, "err": false}
[520/811] i=519 rc=0 2.9s {"i": 519, "pair": "libbpf__1.6.3__1.7.0", "libs": 1, "err": false}
[521/811] i=520 rc=0 2.7s {"i": 520, "pair": "libsepol__3.2__3.3", "libs": 1, "err": false}
[522/811] i=521 rc=0 2.1s {"i": 521, "pair": "libsepol__3.3__3.4", "libs": 1, "err": false}
[523/811] i=522 rc=0 2.1s {"i": 522, "pair": "libsepol__3.4__3.5", "libs": 1, "err": false}
[524/811] i=523 rc=0 2.0s {"i": 523, "pair": "libsepol__3.5__3.7", "libs": 1, "err": false}
[525/811] i=524 rc=0 2.9s {"i": 524, "pair": "libsepol__3.7__3.8", "libs": 1, "err": false}
[526/811] i=525 rc=0 2.0s {"i": 525, "pair": "libsepol__3.8__3.8.1", "libs": 1, "err": false}
[527/811] i=526 rc=0 2.5s {"i": 526, "pair": "libsepol__3.8.1__3.9", "libs": 1, "err": false}
[528/811] i=531 rc=0 0.7s {"i": 531, "pair": "libsemanage__3.4__3.5", "libs": 0, "err": true}
[529/811] i=527 rc=0 2.4s {"i": 527, "pair": "libsepol__3.9__3.10", "libs": 1, "err": false}
[530/811] i=530 rc=0 1.2s {"i": 530, "pair": "libsemanage__3.3__3.4", "libs": 0, "err": true}
[531/811] i=529 rc=0 2.5s {"i": 529, "pair": "libsemanage__3.2__3.3", "libs": 1, "err": false}
[532/811] i=528 rc=0 3.4s {"i": 528, "pair": "libsepol__3.10__3.11", "libs": 1, "err": false}
[533/811] i=532 rc=0 2.1s {"i": 532, "pair": "libsemanage__3.5__3.7", "libs": 1, "err": false}
[534/811] i=534 rc=0 2.1s {"i": 534, "pair": "libsemanage__3.8__3.8.1", "libs": 1, "err": false}
[535/811] i=533 rc=0 2.2s {"i": 533, "pair": "libsemanage__3.7__3.8", "libs": 1, "err": false}
[536/811] i=535 rc=0 3.0s {"i": 535, "pair": "libsemanage__3.8.1__3.9", "libs": 1, "err": false}
[537/811] i=539 rc=0 1.2s {"i": 539, "pair": "numactl__2.0.12__2.0.14", "libs": 1, "err": false}
[538/811] i=538 rc=0 1.4s {"i": 538, "pair": "numactl__2.0.11__2.0.12", "libs": 1, "err": false}
[539/811] i=536 rc=0 3.4s {"i": 536, "pair": "libsemanage__3.9__3.10", "libs": 1, "err": false}
[540/811] i=540 rc=0 2.0s {"i": 540, "pair": "numactl__2.0.14__2.0.15", "libs": 1, "err": false}
[541/811] i=541 rc=0 1.4s {"i": 541, "pair": "numactl__2.0.15__2.0.16", "libs": 1, "err": false}
[542/811] i=542 rc=0 1.2s {"i": 542, "pair": "numactl__2.0.16__2.0.17", "libs": 1, "err": false}
[543/811] i=537 rc=0 3.5s {"i": 537, "pair": "libsemanage__3.10__3.11", "libs": 1, "err": false}
[544/811] i=547 rc=0 0.6s {"i": 547, "pair": "procps__4.0.3__4.0.4", "libs": 0, "err": true}
[545/811] i=543 rc=0 2.1s {"i": 543, "pair": "numactl__2.0.17__2.0.18", "libs": 1, "err": false}
[546/811] i=546 rc=0 1.2s {"i": 546, "pair": "procps__4.0.2__4.0.3", "libs": 0, "err": true}
[547/811] i=545 rc=0 1.7s {"i": 545, "pair": "procps__4.0.1__4.0.2", "libs": 1, "err": false}
[548/811] i=544 rc=0 2.2s {"i": 544, "pair": "numactl__2.0.18__2.0.19", "libs": 1, "err": false}
[549/811] i=548 rc=0 1.5s {"i": 548, "pair": "procps__4.0.4__4.0.6", "libs": 1, "err": false}
[550/811] i=550 rc=0 2.0s {"i": 550, "pair": "fontconfig__2.12.1__2.12.3", "libs": 1, "err": false}
[551/811] i=551 rc=0 2.0s {"i": 551, "pair": "fontconfig__2.12.3__2.12.6", "libs": 1, "err": false}
[552/811] i=552 rc=0 2.4s {"i": 552, "pair": "fontconfig__2.12.6__2.13.0", "libs": 1, "err": false}
[553/811] i=549 rc=0 3.0s {"i": 549, "pair": "procps__4.0.6__4.0.7", "libs": 1, "err": false}
[554/811] i=553 rc=0 2.5s {"i": 553, "pair": "fontconfig__2.13.0__2.13.1", "libs": 1, "err": false}
[555/811] i=558 rc=0 0.6s {"i": 558, "pair": "jemalloc__3.6.0__5.0.1", "libs": 0, "err": true}
[556/811] i=554 rc=0 3.2s {"i": 554, "pair": "fontconfig__2.13.1__2.14.1", "libs": 1, "err": false}
[557/811] i=555 rc=0 2.5s {"i": 555, "pair": "fontconfig__2.14.1__2.14.2", "libs": 1, "err": false}
[558/811] i=556 rc=0 2.5s {"i": 556, "pair": "fontconfig__2.14.2__2.15.0", "libs": 1, "err": false}
[559/811] i=559 rc=0 2.1s {"i": 559, "pair": "jemalloc__5.0.1__5.1.0", "libs": 1, "err": false}
[560/811] i=557 rc=0 3.3s {"i": 557, "pair": "fontconfig__2.15.0__2.17.1", "libs": 1, "err": false}
[561/811] i=560 rc=0 2.8s {"i": 560, "pair": "jemalloc__5.1.0__5.2.1", "libs": 1, "err": false}
[562/811] i=563 rc=0 1.7s {"i": 563, "pair": "libjpeg-turbo__1.5.0__1.5.2", "libs": 1, "err": false}
[563/811] i=561 rc=0 2.7s {"i": 561, "pair": "jemalloc__5.2.1__5.3.0", "libs": 1, "err": false}
[564/811] i=564 rc=0 1.9s {"i": 564, "pair": "libjpeg-turbo__1.5.2__2.0.5", "libs": 1, "err": false}
[565/811] i=565 rc=0 1.5s {"i": 565, "pair": "libjpeg-turbo__2.0.5__2.0.6", "libs": 1, "err": false}
[566/811] i=566 rc=0 1.7s {"i": 566, "pair": "libjpeg-turbo__2.0.6__2.1.1", "libs": 1, "err": false}
[567/811] i=562 rc=0 3.5s {"i": 562, "pair": "jemalloc__5.3.0__5.3.1", "libs": 1, "err": false}
[568/811] i=567 rc=0 1.6s {"i": 567, "pair": "libjpeg-turbo__2.1.1__2.1.2", "libs": 1, "err": false}
[569/811] i=568 rc=0 1.4s {"i": 568, "pair": "libjpeg-turbo__2.1.2__2.1.5", "libs": 1, "err": false}
[570/811] i=569 rc=0 2.2s {"i": 569, "pair": "libjpeg-turbo__2.1.5__3.1.3", "libs": 1, "err": false}
[571/811] i=570 rc=0 2.0s {"i": 570, "pair": "avahi__0.7__0.8", "libs": 1, "err": false}
[572/811] i=571 rc=0 2.7s {"i": 571, "pair": "mpfr4__4.0.0__4.0.1", "libs": 1, "err": false}
[573/811] i=573 rc=0 2.5s {"i": 573, "pair": "mpfr4__4.0.2__4.1.0", "libs": 1, "err": false}
[574/811] i=572 rc=0 2.6s {"i": 572, "pair": "mpfr4__4.0.1__4.0.2", "libs": 1, "err": false}
[575/811] i=574 rc=0 3.6s {"i": 574, "pair": "mpfr4__4.1.0__4.1.1", "libs": 1, "err": false}
[576/811] i=578 rc=0 1.5s {"i": 578, "pair": "libnl3__3.7.0__3.11.0", "libs": 1, "err": false}
[577/811] i=575 rc=0 3.0s {"i": 575, "pair": "mpfr4__4.1.1__4.2.0", "libs": 1, "err": false}
[578/811] i=576 rc=0 3.3s {"i": 576, "pair": "mpfr4__4.2.0__4.2.1", "libs": 1, "err": false}
[579/811] i=577 rc=0 2.6s {"i": 577, "pair": "mpfr4__4.2.1__4.2.2", "libs": 1, "err": false}
[580/811] i=579 rc=0 2.5s {"i": 579, "pair": "libnl3__3.11.0__3.12.0", "libs": 1, "err": false}
[581/811] i=580 rc=0 1.5s {"i": 580, "pair": "libxpm__3.5.12__3.5.17", "libs": 1, "err": false}
[582/811] i=581 rc=0 2.0s {"i": 581, "pair": "libxpm__3.5.17__3.5.19", "libs": 1, "err": false}
[583/811] i=582 rc=0 2.1s {"i": 582, "pair": "libxrender__0.9.10__0.9.12", "libs": 1, "err": false}
[584/811] i=583 rc=0 2.4s {"i": 583, "pair": "libxslt__1.1.32__1.1.34", "libs": 2, "err": false}
[585/811] i=584 rc=0 2.3s {"i": 584, "pair": "libxslt__1.1.34__1.1.35", "libs": 2, "err": false}
[586/811] i=585 rc=0 2.5s {"i": 585, "pair": "libxslt__1.1.35__1.1.39", "libs": 2, "err": false}
[587/811] i=589 rc=0 0.7s {"i": 589, "pair": "libdeflate__1.14__1.15", "libs": 0, "err": true}
[588/811] i=588 rc=0 1.5s {"i": 588, "pair": "libdeflate__1.12__1.14", "libs": 0, "err": true}
[589/811] i=590 rc=0 1.4s {"i": 590, "pair": "libdeflate__1.15__1.18", "libs": 1, "err": false}
[590/811] i=586 rc=0 3.6s {"i": 586, "pair": "libxslt__1.1.39__1.1.43", "libs": 2, "err": false}
[591/811] i=591 rc=0 1.6s {"i": 591, "pair": "libdeflate__1.18__1.19", "libs": 1, "err": false}
[592/811] i=592 rc=0 1.3s {"i": 592, "pair": "libdeflate__1.19__1.20", "libs": 1, "err": false}
[593/811] i=587 rc=0 3.6s {"i": 587, "pair": "libxslt__1.1.43__1.1.45", "libs": 2, "err": false}
[594/811] i=593 rc=0 2.0s {"i": 593, "pair": "libdeflate__1.20__1.21", "libs": 1, "err": false}
[595/811] i=594 rc=0 1.4s {"i": 594, "pair": "libdeflate__1.21__1.22", "libs": 1, "err": false}
[596/811] i=595 rc=0 1.6s {"i": 595, "pair": "libdeflate__1.22__1.23", "libs": 1, "err": false}
[597/811] i=596 rc=0 2.1s {"i": 596, "pair": "libdeflate__1.23__1.25", "libs": 1, "err": false}
[598/811] i=598 rc=0 1.7s {"i": 598, "pair": "mpclib3__1.1.0__1.2.0", "libs": 1, "err": false}
[599/811] i=597 rc=0 2.3s {"i": 597, "pair": "mpclib3__1.0.3__1.1.0", "libs": 1, "err": false}
[600/811] i=599 rc=0 2.0s {"i": 599, "pair": "mpclib3__1.2.0__1.2.1", "libs": 1, "err": false}
[601/811] i=601 rc=0 1.9s {"i": 601, "pair": "fribidi__0.19.7__1.0.4", "libs": 1, "err": false}
[602/811] i=602 rc=0 1.3s {"i": 602, "pair": "fribidi__1.0.4__1.0.5", "libs": 1, "err": false}
[603/811] i=603 rc=0 1.2s {"i": 603, "pair": "fribidi__1.0.5__1.0.7", "libs": 1, "err": false}
[604/811] i=600 rc=0 2.5s {"i": 600, "pair": "mpclib3__1.2.1__1.3.1", "libs": 1, "err": false}
[605/811] i=604 rc=0 1.4s {"i": 604, "pair": "fribidi__1.0.7__1.0.8", "libs": 1, "err": false}
[606/811] i=605 rc=0 1.9s {"i": 605, "pair": "fribidi__1.0.8__1.0.12", "libs": 1, "err": false}
[607/811] i=607 rc=0 1.3s {"i": 607, "pair": "fribidi__1.0.13__1.0.15", "libs": 1, "err": false}
[608/811] i=606 rc=0 1.5s {"i": 606, "pair": "fribidi__1.0.12__1.0.13", "libs": 1, "err": false}
[609/811] i=609 rc=0 1.9s {"i": 609, "pair": "libsodium__1.0.16__1.0.17", "libs": 1, "err": false}
[610/811] i=608 rc=0 2.1s {"i": 608, "pair": "fribidi__1.0.15__1.0.16", "libs": 1, "err": false}
[611/811] i=610 rc=0 2.9s {"i": 610, "pair": "libsodium__1.0.17__1.0.18", "libs": 1, "err": false}
[612/811] i=612 rc=0 2.1s {"i": 612, "pair": "libsodium__1.0.19__1.0.20", "libs": 1, "err": false}
[613/811] i=611 rc=0 2.4s {"i": 611, "pair": "libsodium__1.0.18__1.0.19", "libs": 1, "err": false}
[614/811] i=613 rc=0 2.7s {"i": 613, "pair": "libsodium__1.0.20__1.0.22", "libs": 1, "err": false}
[615/811] i=614 rc=0 2.1s {"i": 614, "pair": "pixman__0.34.0__0.36.0", "libs": 1, "err": false}
[616/811] i=615 rc=0 4.0s {"i": 615, "pair": "pixman__0.36.0__0.40.0", "libs": 1, "err": false}
[617/811] i=616 rc=0 3.3s {"i": 616, "pair": "pixman__0.40.0__0.42.2", "libs": 1, "err": false}
[618/811] i=618 rc=0 3.7s {"i": 618, "pair": "pixman__0.44.0__0.46.4", "libs": 0, "err": true}
[619/811] i=617 rc=0 4.0s {"i": 617, "pair": "pixman__0.42.2__0.44.0", "libs": 1, "err": false}
[620/811] i=619 rc=0 48.8s {"i": 619, "pair": "harfbuzz__10.0.1__10.1.0", "libs": 1, "err": false}
[621/811] i=621 rc=0 49.3s {"i": 621, "pair": "harfbuzz__10.2.0__11.4.5", "libs": 1, "err": false}
[622/811] i=620 rc=0 55.9s {"i": 620, "pair": "harfbuzz__10.1.0__10.2.0", "libs": 1, "err": false}
[623/811] i=622 rc=0 67.7s {"i": 622, "pair": "harfbuzz__11.4.5__11.5.0", "libs": 1, "err": false}
[624/811] i=623 rc=0 68.2s {"i": 623, "pair": "harfbuzz__11.5.0__12.1.0", "libs": 1, "err": false}
[625/811] i=624 rc=0 71.0s {"i": 624, "pair": "harfbuzz__12.1.0__12.2.0", "libs": 1, "err": false}
[626/811] i=628 rc=0 6.4s {"i": 628, "pair": "graphite2__1.3.6__1.3.7", "libs": 1, "err": false}
[627/811] i=629 rc=0 6.3s {"i": 629, "pair": "graphite2__1.3.7__1.3.8", "libs": 1, "err": false}
[628/811] i=632 rc=0 0.9s {"i": 632, "pair": "graphite2__1.3.10__1.3.11", "libs": 0, "err": true}
[629/811] i=633 rc=0 0.4s {"i": 633, "pair": "graphite2__1.3.11__1.3.12", "libs": 0, "err": true}
[630/811] i=630 rc=0 5.6s {"i": 630, "pair": "graphite2__1.3.8__1.3.9", "libs": 1, "err": false}
[631/811] i=631 rc=0 6.2s {"i": 631, "pair": "graphite2__1.3.9__1.3.10", "libs": 1, "err": false}
[632/811] i=634 rc=0 5.1s {"i": 634, "pair": "graphite2__1.3.12__1.3.13", "libs": 1, "err": false}
[633/811] i=635 rc=0 4.4s {"i": 635, "pair": "graphite2__1.3.13__1.3.14", "libs": 1, "err": false}
[634/811] i=636 rc=0 3.4s {"i": 636, "pair": "graphite2__1.3.14__1.3.15", "libs": 1, "err": false}
[635/811] i=637 rc=0 5.2s {"i": 637, "pair": "cairo__1.14.10__1.15.8", "libs": 1, "err": false}
[636/811] i=638 rc=0 5.6s {"i": 638, "pair": "cairo__1.15.8__1.15.10", "libs": 1, "err": false}
[637/811] i=639 rc=0 4.6s {"i": 639, "pair": "cairo__1.15.10__1.15.12", "libs": 1, "err": false}
[638/811] i=640 rc=0 3.9s {"i": 640, "pair": "cairo__1.15.12__1.16.0", "libs": 1, "err": false}
[639/811] i=642 rc=0 5.4s {"i": 642, "pair": "cairo__1.17.8__1.18.0", "libs": 1, "err": false}
[640/811] i=641 rc=0 6.2s {"i": 641, "pair": "cairo__1.16.0__1.17.8", "libs": 1, "err": false}
[641/811] i=643 rc=0 5.2s {"i": 643, "pair": "cairo__1.18.0__1.18.2", "libs": 1, "err": false}
[642/811] i=645 rc=0 2.5s {"i": 645, "pair": "libdrm__2.4.120__2.4.121", "libs": 1, "err": false}
[643/811] i=646 rc=0 1.5s {"i": 646, "pair": "libdrm__2.4.121__2.4.122", "libs": 1, "err": false}
[644/811] i=644 rc=0 4.0s {"i": 644, "pair": "cairo__1.18.2__1.18.4", "libs": 1, "err": false}
[645/811] i=647 rc=0 2.2s {"i": 647, "pair": "libdrm__2.4.122__2.4.123", "libs": 1, "err": false}
[646/811] i=648 rc=0 1.6s {"i": 648, "pair": "libdrm__2.4.123__2.4.124", "libs": 1, "err": false}
[647/811] i=649 rc=0 2.3s {"i": 649, "pair": "libdrm__2.4.124__2.4.125", "libs": 1, "err": false}
[648/811] i=650 rc=0 2.2s {"i": 650, "pair": "libdrm__2.4.125__2.4.127", "libs": 1, "err": false}
[649/811] i=651 rc=0 2.3s {"i": 651, "pair": "libdrm__2.4.127__2.4.129", "libs": 1, "err": false}
[650/811] i=652 rc=0 2.0s {"i": 652, "pair": "libdrm__2.4.129__2.4.131", "libs": 1, "err": false}
[651/811] i=653 rc=0 2.3s {"i": 653, "pair": "libdrm__2.4.131__2.4.134", "libs": 1, "err": false}
[652/811] i=654 rc=0 2.0s {"i": 654, "pair": "libtool__2.4.6__2.4.7", "libs": 1, "err": false}
[653/811] i=655 rc=0 2.2s {"i": 655, "pair": "libtool__2.4.7__2.5.4", "libs": 1, "err": false}
[654/811] i=656 rc=0 2.1s {"i": 656, "pair": "libtool__2.5.4__2.6.2", "libs": 1, "err": false}
[655/811] i=657 rc=0 2.7s {"i": 657, "pair": "lcms2__2.7__2.8", "libs": 1, "err": false}
[656/811] i=658 rc=0 3.5s {"i": 658, "pair": "lcms2__2.8__2.9", "libs": 1, "err": false}
[657/811] i=659 rc=0 2.9s {"i": 659, "pair": "lcms2__2.9__2.13.1", "libs": 1, "err": false}
[658/811] i=660 rc=0 3.0s {"i": 660, "pair": "lcms2__2.13.1__2.14", "libs": 1, "err": false}
[659/811] i=661 rc=0 1.9s {"i": 661, "pair": "lcms2__2.14__2.16", "libs": 1, "err": false}
[660/811] i=662 rc=0 2.6s {"i": 662, "pair": "lcms2__2.16__2.17", "libs": 1, "err": false}
[661/811] i=663 rc=0 2.6s {"i": 663, "pair": "lcms2__2.17__2.19.1", "libs": 1, "err": false}
[662/811] i=664 rc=0 2.2s {"i": 664, "pair": "libthai__0.1.24__0.1.25", "libs": 1, "err": false}
[663/811] i=665 rc=0 2.0s {"i": 665, "pair": "libthai__0.1.25__0.1.26", "libs": 1, "err": false}
[664/811] i=666 rc=0 1.4s {"i": 666, "pair": "libthai__0.1.26__0.1.27", "libs": 1, "err": false}
[665/811] i=667 rc=0 2.0s {"i": 667, "pair": "libthai__0.1.27__0.1.28", "libs": 1, "err": false}
[666/811] i=668 rc=0 2.0s {"i": 668, "pair": "libthai__0.1.28__0.1.29", "libs": 1, "err": false}
[667/811] i=669 rc=0 2.2s {"i": 669, "pair": "libthai__0.1.29__0.1.30", "libs": 1, "err": false}
[668/811] i=670 rc=0 2.0s {"i": 670, "pair": "libdatrie__0.2.10__0.2.11", "libs": 1, "err": false}
[669/811] i=625 rc=0 69.7s {"i": 625, "pair": "harfbuzz__12.2.0__12.3.0", "libs": 1, "err": false}
[670/811] i=671 rc=0 2.0s {"i": 671, "pair": "libdatrie__0.2.11__0.2.12", "libs": 1, "err": false}
[671/811] i=672 rc=0 1.7s {"i": 672, "pair": "libdatrie__0.2.12__0.2.13", "libs": 1, "err": false}
[672/811] i=626 rc=0 68.4s {"i": 626, "pair": "harfbuzz__12.3.0__12.3.1", "libs": 1, "err": false}
[673/811] i=627 rc=0 64.1s {"i": 627, "pair": "harfbuzz__12.3.1__12.3.2", "libs": 1, "err": false}
[674/811] i=673 rc=0 2.0s {"i": 673, "pair": "libdatrie__0.2.13__0.2.14", "libs": 1, "err": false}
[675/811] i=674 rc=0 2.0s {"i": 674, "pair": "libgd2__2.2.3-87-gd0fec80__2.2.4", "libs": 1, "err": false}
[676/811] i=675 rc=0 2.0s {"i": 675, "pair": "libgd2__2.2.4__2.2.5", "libs": 1, "err": false}
[677/811] i=676 rc=0 1.9s {"i": 676, "pair": "libgd2__2.2.5__2.3.0", "libs": 1, "err": false}
[678/811] i=678 rc=0 1.4s {"i": 678, "pair": "libyaml__0.1.7__0.2.1", "libs": 1, "err": false}
[679/811] i=679 rc=0 1.6s {"i": 679, "pair": "libyaml__0.2.1__0.2.2", "libs": 1, "err": false}
[680/811] i=677 rc=0 2.7s {"i": 677, "pair": "libgd2__2.3.0__2.3.3", "libs": 1, "err": false}
[681/811] i=680 rc=0 2.2s {"i": 680, "pair": "libyaml__0.2.2__0.2.5", "libs": 1, "err": false}
[682/811] i=681 rc=0 2.0s {"i": 681, "pair": "pango1.0__1.54.0+ds__1.55.0+ds", "libs": 1, "err": false}
[683/811] i=682 rc=0 1.9s {"i": 682, "pair": "pango1.0__1.55.0+ds__1.56.0", "libs": 1, "err": false}
[684/811] i=683 rc=0 2.0s {"i": 683, "pair": "pango1.0__1.56.0__1.56.1", "libs": 1, "err": false}
[685/811] i=684 rc=0 2.3s {"i": 684, "pair": "pango1.0__1.56.1__1.56.2", "libs": 1, "err": false}
[686/811] i=685 rc=0 2.0s {"i": 685, "pair": "pango1.0__1.56.2__1.56.3", "libs": 1, "err": false}
[687/811] i=686 rc=0 2.2s {"i": 686, "pair": "pango1.0__1.56.3__1.56.4", "libs": 1, "err": false}
[688/811] i=687 rc=0 2.0s {"i": 687, "pair": "pango1.0__1.56.4__1.57.0", "libs": 1, "err": false}
[689/811] i=688 rc=0 2.0s {"i": 688, "pair": "pango1.0__1.57.0__1.57.1", "libs": 1, "err": false}
[690/811] i=690 rc=0 1.5s {"i": 690, "pair": "libxfixes__5.0.2__5.0.3", "libs": 1, "err": false}
[691/811] i=695 rc=0 0.7s {"i": 695, "pair": "libxi__1.8__1.8.1", "libs": 0, "err": true}
